relation,entity1,entity1_begin,entity1_end,chunk1,entity2,entity2_begin,entity2_end,chunk2,confidence
OVERLAP,TREATMENT,32662,32693,Endoscopic lung volume reduction,TREATMENT,32701,32712,1-way valves,0.9999635
OVERLAP,TREATMENT,32701,32712,1-way valves,PROBLEM,32724,32761,atelectasis of the hyper-inflated lobe,0.99984586
OVERLAP,PROBLEM,32945,32965,the search terms COPD,PROBLEM,32968,32976,emphysema,1.0
OVERLAP,PROBLEM,32945,32965,the search terms COPD,TREATMENT,32979,32999,lung volume reduction,0.9999994
OVERLAP,PROBLEM,32945,32965,the search terms COPD,TREATMENT,33005,33024,endobronchial valves,0.9999889
OVERLAP,PROBLEM,32968,32976,emphysema,TREATMENT,32979,32999,lung volume reduction,1.0
OVERLAP,PROBLEM,32968,32976,emphysema,TREATMENT,33005,33024,endobronchial valves,0.9998004
OVERLAP,TREATMENT,32979,32999,lung volume reduction,TREATMENT,33005,33024,endobronchial valves,1.0
BEFORE,TEST,33046,33075,the randomized clinical trials,PROBLEM,33092,33115,complete lobar occlusion,0.9985885
OVERLAP,TREATMENT,33389,33397,treatment,OCCURRENCE,33399,33406,improved,0.99976987
OVERLAP,TREATMENT,33515,33534,endobronchial valves,PROBLEM,33585,33593,emphysema,0.99960977
OVERLAP,PROBLEM,33585,33593,emphysema,PROBLEM,33614,33636,the main adverse events,0.97242963
OVERLAP,PROBLEM,33614,33636,the main adverse events,PROBLEM,33652,33678,an excess of pneumothoraces,0.99894863
OVERLAP,PROBLEM,33944,33981,chronic obstructive pulmonary disease”,TEST,34027,34067,BLVR (Bronchoscopic Lung Volume Reduction,0.9237299
OVERLAP,DATE,33984,33987,2013,TEST,34006,34024,a post-hoc analysis,0.9999316
OVERLAP,DATE,33984,33987,2013,TEST,34027,34067,BLVR (Bronchoscopic Lung Volume Reduction,0.9998281
OVERLAP,TEST,34006,34024,a post-hoc analysis,TEST,34027,34067,BLVR (Bronchoscopic Lung Volume Reduction,0.9999819
OVERLAP,PROBLEM,34073,34076,COPD,PROBLEM,34092,34116,severe airflow limitation,1.0
OVERLAP,PROBLEM,34073,34076,COPD,TEST,34119,34122,FEV1,0.9999391
OVERLAP,PROBLEM,34073,34076,COPD,TEST,34210,34223,hyperinflation,1.0
OVERLAP,PROBLEM,34092,34116,severe airflow limitation,TEST,34119,34122,FEV1,1.0
OVERLAP,PROBLEM,34092,34116,severe airflow limitation,TEST,34210,34223,hyperinflation,1.0
OVERLAP,TEST,34119,34122,FEV1,TEST,34210,34223,hyperinflation,1.0
BEFORE,PROBLEM,34148,34170,heterogeneous emphysema,TEST,34175,34193,computed tomography,0.9463273
BEFORE,PROBLEM,34148,34170,heterogeneous emphysema,TEST,34196,34197,CT,0.9999944
BEFORE,PROBLEM,34148,34170,heterogeneous emphysema,TEST,34200,34203,scan,1.0
OVERLAP,TEST,34175,34193,computed tomography,TEST,34196,34197,CT,1.0
OVERLAP,TEST,34175,34193,computed tomography,TEST,34200,34203,scan,0.99999976
OVERLAP,TEST,34196,34197,CT,TEST,34200,34203,scan,1.0
OVERLAP,TEST,34377,34394,exercise tolerance,PROBLEM,34401,34408,symptoms,1.0
OVERLAP,PROBLEM,34401,34408,symptoms,PROBLEM,34425,34451,more frequent exacerbations,0.9938595
OVERLAP,PROBLEM,34401,34408,symptoms,PROBLEM,34456,34459,COPD,1.0
OVERLAP,PROBLEM,34401,34408,symptoms,PROBLEM,34462,34470,pneumonia,0.99950624
OVERLAP,PROBLEM,34401,34408,symptoms,PROBLEM,34477,34486,hemoptysis,0.9999999
OVERLAP,PROBLEM,34425,34451,more frequent exacerbations,PROBLEM,34456,34459,COPD,1.0
OVERLAP,PROBLEM,34425,34451,more frequent exacerbations,PROBLEM,34462,34470,pneumonia,1.0
OVERLAP,PROBLEM,34425,34451,more frequent exacerbations,PROBLEM,34477,34486,hemoptysis,1.0
OVERLAP,PROBLEM,34456,34459,COPD,PROBLEM,34462,34470,pneumonia,1.0
OVERLAP,PROBLEM,34456,34459,COPD,PROBLEM,34477,34486,hemoptysis,1.0
BEFORE,PROBLEM,34456,34459,COPD,TREATMENT,34494,34505,implantation,0.9886348
OVERLAP,PROBLEM,34462,34470,pneumonia,PROBLEM,34477,34486,hemoptysis,1.0
BEFORE,PROBLEM,34462,34470,pneumonia,TREATMENT,34494,34505,implantation,0.99992955
AFTER,PROBLEM,34477,34486,hemoptysis,TREATMENT,34494,34505,implantation,1.0
OVERLAP,TREATMENT,34548,34568,the optimal technique,TREATMENT,34574,34592,patient population”,0.98652786
OVERLAP,TREATMENT,34642,34651,“Diagnosis,TREATMENT,34657,34666,management,0.99983835
OVERLAP,TREATMENT,34642,34651,“Diagnosis,PROBLEM,34671,34707,chronic obstructive pulmonary disease,0.9955929
BEFORE,PROBLEM,34671,34707,chronic obstructive pulmonary disease,EVIDENTIAL,34740,34745,states,0.9914158
OVERLAP,DATE,34734,34737,2013,EVIDENTIAL,34740,34745,states,1.0
BEFORE,EVIDENTIAL,34740,34745,states,TREATMENT,34752,34769,“Bronchoscopic LVR,0.99978274
OVERLAP,EVIDENTIAL,34740,34745,states,PROBLEM,34835,34838,COPD,1.0
OVERLAP,PROBLEM,34888,34891,COPD,PROBLEM,34896,34930,"a progressive, debilitating disease",0.98631096
OVERLAP,TEST,35009,35052,the National Emphysema Treatment Trial study,TREATMENT,35093,35096,LVRS,0.9991881
OVERLAP,TREATMENT,35093,35096,LVRS,TREATMENT,35101,35109,a therapy,0.9998497
BEFORE,PROBLEM,35140,35155,debilitated COPD,TREATMENT,35177,35222,innovative alternative non-surgical procedures,0.9512773
BEFORE,TREATMENT,35536,35550,hyper-inflation,PROBLEM,35559,35567,emphysema,0.94806737
OVERLAP,TREATMENT,35536,35550,hyper-inflation,PROBLEM,35583,35601,a beneficial effect,0.99691737
OVERLAP,TREATMENT,35666,35677,BLVR devices,TREATMENT,35684,35703,endobronchial valves,1.0
OVERLAP,TREATMENT,35684,35703,endobronchial valves,TREATMENT,35706,35717,foam sealant,0.99999833
OVERLAP,TREATMENT,35684,35703,endobronchial valves,TREATMENT,35720,35733,metallic coils,0.99049324
OVERLAP,TREATMENT,35706,35717,foam sealant,TREATMENT,35720,35733,metallic coils,0.99942243
OVERLAP,TREATMENT,35706,35717,foam sealant,TREATMENT,35761,35782,vapor thermal ablation,0.98172116
OVERLAP,TREATMENT,35720,35733,metallic coils,TREATMENT,35736,35755,airway bypass stents,1.0
OVERLAP,TREATMENT,35720,35733,metallic coils,TREATMENT,35761,35782,vapor thermal ablation,0.99998796
OVERLAP,TREATMENT,35736,35755,airway bypass stents,TREATMENT,35761,35782,vapor thermal ablation,1.0
OVERLAP,CLINICAL_DEPT,35789,35795,the USA,TREATMENT,35798,35801,BLVR,1.0
OVERLAP,TREATMENT,35839,35862,The treatment modalities,TREATMENT,35887,35894,tailored,0.9999194
OVERLAP,PROBLEM,35960,35998,the most affected emphysematous regions,TREATMENT,36005,36015,ventilation,0.99360245
OVERLAP,PROBLEM,36095,36114,homogenous emphysema,TREATMENT,36125,36130,valves,0.9999995
OVERLAP,PROBLEM,36095,36114,homogenous emphysema,TREATMENT,36136,36157,thermal vapor ablation,0.9999999
OVERLAP,TREATMENT,36125,36130,valves,TREATMENT,36136,36157,thermal vapor ablation,1.0
OVERLAP,TREATMENT,36136,36157,thermal vapor ablation,PROBLEM,36166,36188,heterogeneous emphysema,0.99972135
OVERLAP,TREATMENT,36192,36210,Biological sealants,TREATMENT,36216,36239,endoscopic coil implants,0.9999999
BEFORE,TREATMENT,36331,36334,BLVR,TREATMENT,36361,36367,surgery,0.98323905
BEFORE,TREATMENT,36331,36334,BLVR,OCCURRENCE,36373,36380,presents,0.92594564
OVERLAP,TREATMENT,36331,36334,BLVR,TREATMENT,36382,36406,an attractive alternative,0.97067404
AFTER,TREATMENT,36361,36367,surgery,OCCURRENCE,36373,36380,presents,0.99999833
AFTER,TREATMENT,36361,36367,surgery,TREATMENT,36382,36406,an attractive alternative,0.9999987
BEFORE,OCCURRENCE,36373,36380,presents,TREATMENT,36382,36406,an attractive alternative,0.99987245
OVERLAP,OCCURRENCE,36373,36380,presents,TREATMENT,36412,36424,the treatment,0.9491204
OVERLAP,TREATMENT,36382,36406,an attractive alternative,TREATMENT,36412,36424,the treatment,0.9999591
OVERLAP,TREATMENT,36382,36406,an attractive alternative,PROBLEM,36429,36432,COPD,0.9999999
OVERLAP,TREATMENT,36412,36424,the treatment,PROBLEM,36429,36432,COPD,1.0
OVERLAP,TEST,36685,36712,Health Technology Assessment,TREATMENT,36717,36748,endobronchial valve implantation,0.98380685
OVERLAP,TEST,36685,36712,Health Technology Assessment,PROBLEM,36754,36762,emphysema,0.99900913
OVERLAP,TREATMENT,36717,36748,endobronchial valve implantation,PROBLEM,36754,36762,emphysema,0.99996626
OVERLAP,TREATMENT,37001,37035,Bronchoscopic Lung Volume Reduction,TREATMENT,37041,37053,the Treatment,1.0
OVERLAP,TREATMENT,37041,37053,the Treatment,PROBLEM,37058,37073,Severe Emphysema,0.9999999
OVERLAP,TREATMENT,37162,37182,Lung volume reduction,TREATMENT,37190,37202,nitinol coils,0.99642414
AFTER,TREATMENT,37190,37202,nitinol coils,TREATMENT,37207,37234,a bronchoscopic intervention,0.9796993
OVERLAP,TREATMENT,37245,37281,regional parenchymal volume reduction,TREATMENT,37287,37307,restoring lung recoil,1.0
OVERLAP,CLINICAL_DEPT,37311,37327,These researchers,OCCURRENCE,37339,37348,the safety,0.99999714
OVERLAP,CLINICAL_DEPT,37311,37327,These researchers,TREATMENT,37366,37369,cost,0.99998856
OVERLAP,OCCURRENCE,37339,37348,the safety,TREATMENT,37366,37369,cost,1.0
OVERLAP,TREATMENT,37366,37369,cost,TREATMENT,37398,37410,nitinol coils,0.99973243
OVERLAP,TREATMENT,37366,37369,cost,TREATMENT,37415,37423,treatment,0.9888389
OVERLAP,TREATMENT,37398,37410,nitinol coils,TREATMENT,37415,37423,treatment,0.99999607
OVERLAP,TREATMENT,37415,37423,treatment,PROBLEM,37428,37443,severe emphysema,0.999663
BEFORE,PROBLEM,37609,37617,emphysema,DATE,37633,37653,March to October 2013,0.9997507
OVERLAP,DATE,37661,37668,12-month,OCCURRENCE,37670,37678,follow-up,0.9999999
BEFORE,DATE,37661,37668,12-month,DATE,37697,37709,December 2014,0.9966227
BEFORE,OCCURRENCE,37670,37678,follow-up,DATE,37697,37709,December 2014,0.97499055
OVERLAP,OCCURRENCE,37686,37694,follow-up,DATE,37697,37709,December 2014,0.9994856
BEFORE,TREATMENT,37714,37732,Patients randomized,TREATMENT,37737,37746,usual care,0.99999845
BEFORE,TREATMENT,37714,37732,Patients randomized,TREATMENT,37766,37779,rehabilitation,0.999335
OVERLAP,TREATMENT,37737,37746,usual care,TREATMENT,37785,37799,bronchodilators,0.99998736
OVERLAP,TREATMENT,37737,37746,usual care,TREATMENT,37873,37896,bilateral coil treatment,0.9947549
OVERLAP,TREATMENT,37766,37779,rehabilitation,TREATMENT,37785,37799,bronchodilators,1.0
OVERLAP,TREATMENT,37766,37779,rehabilitation,TREATMENT,37817,37839,inhaled corticosteroids,0.9999937
OVERLAP,TREATMENT,37785,37799,bronchodilators,TREATMENT,37817,37839,inhaled corticosteroids,0.9997632
BEFORE,TREATMENT,37785,37799,bronchodilators,TREATMENT,37845,37850,oxygen,0.99958473
OVERLAP,TREATMENT,37817,37839,inhaled corticosteroids,TREATMENT,37845,37850,oxygen,1.0
OVERLAP,TREATMENT,37873,37896,bilateral coil treatment,TREATMENT,37916,37949,usual care plus additional therapy,0.9941941
BEFORE,PROBLEM,38201,38207,changes,DURATION,38212,38226,6 and 12 months,0.99996626
OVERLAP,DURATION,38614,38621,6 months,OCCURRENCE,38624,38634,improvement,0.99999833
OVERLAP,PROBLEM,38864,38893,Mean between-group differences,DURATION,38898,38912,6 and 12 months,1.0
OVERLAP,PROBLEM,38864,38893,Mean between-group differences,TREATMENT,38917,38924,the coil,0.9712999
OVERLAP,PROBLEM,38864,38893,Mean between-group differences,TREATMENT,38930,38946,usual care groups,0.9956929
OVERLAP,DURATION,38898,38912,6 and 12 months,TREATMENT,38917,38924,the coil,0.9999995
OVERLAP,TREATMENT,38917,38924,the coil,TREATMENT,38930,38946,usual care groups,1.0
OVERLAP,TEST,39677,39698,this preliminary study,PROBLEM,39717,39744,severe emphysema followed-up,0.9985482
OVERLAP,PROBLEM,39717,39744,severe emphysema followed-up,DURATION,39750,39757,6 months,0.9999999
OVERLAP,TREATMENT,39760,39782,bronchoscopic treatment,TREATMENT,39789,39801,nitinol coils,0.99912566
OVERLAP,TREATMENT,39760,39782,bronchoscopic treatment,TREATMENT,39817,39826,usual care,0.9982712
AFTER,TREATMENT,39760,39782,bronchoscopic treatment,OCCURRENCE,39840,39865,improved exercise capacity,0.98766476
OVERLAP,TREATMENT,39789,39801,nitinol coils,TREATMENT,39817,39826,usual care,0.9766926
AFTER,TREATMENT,39789,39801,nitinol coils,OCCURRENCE,39840,39865,improved exercise capacity,0.9837552
BEFORE,TREATMENT,39817,39826,usual care,OCCURRENCE,39840,39865,improved exercise capacity,0.9953185
OVERLAP,TREATMENT,40727,40746,Endobronchial Valves,PROBLEM,40752,40769,Advanced Emphysema,0.97302693
OVERLAP,TREATMENT,40867,40901,bronchoscopic lung volume reduction,TREATMENT,40908,40927,endobronchial valves,0.9997824
OVERLAP,TREATMENT,40867,40901,bronchoscopic lung volume reduction,PROBLEM,40930,40932,EBV,1.0
OVERLAP,TREATMENT,40908,40927,endobronchial valves,PROBLEM,40930,40932,EBV,0.99999964
BEFORE,PROBLEM,40930,40932,EBV,PROBLEM,40939,40956,advanced emphysema,0.9809647
OVERLAP,TREATMENT,41087,41095,treatment,PROBLEM,41100,41108,emphysema,1.0
OVERLAP,TREATMENT,41087,41095,treatment,DURATION,41114,41127,3 to 12 months,0.9919069
OVERLAP,TREATMENT,41087,41095,treatment,PROBLEM,41134,41140,the EBV,0.9957136
OVERLAP,PROBLEM,41100,41108,emphysema,DURATION,41114,41127,3 to 12 months,0.9999975
BEFORE,PROBLEM,41100,41108,emphysema,PROBLEM,41134,41140,the EBV,0.9476291
OVERLAP,DURATION,41114,41127,3 to 12 months,PROBLEM,41134,41140,the EBV,0.9999999
BEFORE,PROBLEM,41134,41140,the EBV,TREATMENT,41156,41175,standard medications,0.91275764
OVERLAP,PROBLEM,41134,41140,the EBV,PROBLEM,41181,41188,sham EBV,0.9998223
OVERLAP,TREATMENT,41156,41175,standard medications,PROBLEM,41181,41188,sham EBV,0.99999976
OVERLAP,PROBLEM,41511,41514,MMRC,TEST,41517,41529,dyspnea score,0.99998176
OVERLAP,PROBLEM,41511,41514,MMRC,TEST,41532,41555,cycle ergometry workload,0.99999964
OVERLAP,TEST,41517,41529,dyspnea score,TEST,41532,41555,cycle ergometry workload,1.0
OVERLAP,TREATMENT,41562,41569,the rate,PROBLEM,41574,41598,the 6 major complications,0.999997
OVERLAP,TREATMENT,41562,41569,the rate,DURATION,41603,41616,3 or 12 months,0.99899536
OVERLAP,PROBLEM,41574,41598,the 6 major complications,DURATION,41603,41616,3 or 12 months,0.9855601
OVERLAP,TEST,42213,42227,A similar level,TEST,42245,42248,6MWD,1.0
OVERLAP,PROBLEM,42407,42424,the adverse events,TREATMENT,42427,42429,AES,0.99692196
OVERLAP,PROBLEM,42407,42424,the adverse events,PROBLEM,42453,42471,respiratory failure,0.99943537
OVERLAP,PROBLEM,42407,42424,the adverse events,PROBLEM,42474,42480,empyema,0.9999995
OVERLAP,TREATMENT,42427,42429,AES,PROBLEM,42453,42471,respiratory failure,0.99993026
OVERLAP,TREATMENT,42427,42429,AES,PROBLEM,42474,42480,empyema,0.9999554
OVERLAP,OCCURRENCE,42442,42450,mortality,PROBLEM,42453,42471,respiratory failure,1.0
OVERLAP,OCCURRENCE,42442,42450,mortality,PROBLEM,42474,42480,empyema,1.0
OVERLAP,OCCURRENCE,42442,42450,mortality,PROBLEM,42483,42491,pneumonia,0.9791029
OVERLAP,OCCURRENCE,42442,42450,mortality,PROBLEM,42494,42505,pneumothorax,0.9879633
OVERLAP,PROBLEM,42453,42471,respiratory failure,PROBLEM,42474,42480,empyema,1.0
OVERLAP,PROBLEM,42453,42471,respiratory failure,PROBLEM,42483,42491,pneumonia,1.0
OVERLAP,PROBLEM,42453,42471,respiratory failure,PROBLEM,42494,42505,pneumothorax,1.0
OVERLAP,PROBLEM,42474,42480,empyema,PROBLEM,42483,42491,pneumonia,1.0
OVERLAP,PROBLEM,42474,42480,empyema,PROBLEM,42494,42505,pneumothorax,1.0
OVERLAP,PROBLEM,42483,42491,pneumonia,PROBLEM,42494,42505,pneumothorax,1.0
OVERLAP,TEST,42509,42525,The overall rates,PROBLEM,42531,42543,complications,0.9999833
OVERLAP,TEST,42509,42525,The overall rates,PROBLEM,42554,42556,EBV,1.0
OVERLAP,PROBLEM,42531,42543,complications,PROBLEM,42554,42556,EBV,0.9993363
OVERLAP,PROBLEM,42554,42556,EBV,TREATMENT,42563,42582,standard medications,0.99995136
OVERLAP,PROBLEM,42554,42556,EBV,TEST,42588,42595,sham EBV,0.9999912
OVERLAP,TREATMENT,42563,42582,standard medications,TEST,42588,42595,sham EBV,1.0
OVERLAP,PROBLEM,42721,42738,advanced emphysema,EVIDENTIAL,42740,42745,showed,1.0
BEFORE,EVIDENTIAL,42740,42745,showed,OCCURRENCE,42747,42763,superior efficacy,1.0
AFTER,OCCURRENCE,42747,42763,superior efficacy,OCCURRENCE,42769,42781,a good safety,0.9998596
OVERLAP,OCCURRENCE,42769,42781,a good safety,OCCURRENCE,42787,42798,tolerability,0.9747692
BEFORE,OCCURRENCE,42787,42798,tolerability,TREATMENT,42814,42833,standard medications,0.98651564
BEFORE,OCCURRENCE,42787,42798,tolerability,PROBLEM,42839,42846,sham EBV,0.9970241
OVERLAP,TREATMENT,42814,42833,standard medications,PROBLEM,42839,42846,sham EBV,1.0
OVERLAP,TREATMENT,42995,43029,bronchoscopic lung volume reduction,PROBLEM,43036,43038,EBV,1.0
OVERLAP,PROBLEM,43036,43038,EBV,PROBLEM,43043,43060,advanced emphysema,0.999998
OVERLAP,TEST,43488,43506,total lung capacity,PROBLEM,43585,43618,breathlessness [MMRC dyspnea score,0.97695756
OVERLAP,PROBLEM,43863,43879,lobar atelectasis,TEST,43884,43895,bronchoscopy,0.9999938
AFTER,PROBLEM,43863,43879,lobar atelectasis,TREATMENT,43901,43922,“sham” valve placement,0.92701113
OVERLAP,TEST,43884,43895,bronchoscopy,TREATMENT,43901,43922,“sham” valve placement,1.0
OVERLAP,TEST,43926,43946,The primary end-point,OCCURRENCE,43952,43962,improvement,0.94374484
OVERLAP,OCCURRENCE,43952,43962,improvement,TREATMENT,44007,44021,the control arm,0.9701792
OVERLAP,TREATMENT,43975,43991,the treatment arm,TREATMENT,44007,44021,the control arm,0.990081
OVERLAP,TREATMENT,44007,44021,the control arm,DURATION,44032,44038,90 days,0.9976203
OVERLAP,OCCURRENCE,44093,44104,lung volumes,OCCURRENCE,44107,44118,gas transfer,0.99999964
OVERLAP,OCCURRENCE,44107,44118,gas transfer,OCCURRENCE,44121,44151,exercise capacity (both walking,1.0
OVERLAP,OCCURRENCE,44121,44151,exercise capacity (both walking,OCCURRENCE,44157,44181,endurance cycle ergometry,1.0
OVERLAP,TEST,44364,44384,The primary end-point,TEST,44389,44397,the study,1.0
OVERLAP,TEST,44364,44384,The primary end-point,TEST,44410,44413,FEV1,1.0
OVERLAP,TEST,44389,44397,the study,TEST,44410,44413,FEV1,1.0
OVERLAP,TEST,44688,44699,lung volumes,TEST,44705,44723,carbon monoxide gas,1.0
BEFORE,TEST,44688,44699,lung volumes,OCCURRENCE,44725,44732,transfer,0.964422
BEFORE,TEST,44705,44723,carbon monoxide gas,OCCURRENCE,44725,44732,transfer,0.999982
OVERLAP,TEST,44705,44723,carbon monoxide gas,PROBLEM,44764,44786,dynamic hyper-inflation,0.9991848
OVERLAP,OCCURRENCE,44725,44732,transfer,PROBLEM,44764,44786,dynamic hyper-inflation,0.99981767
OVERLAP,PROBLEM,44764,44786,dynamic hyper-inflation,TREATMENT,44795,44809,cycle ergometry,1.0
OVERLAP,OCCURRENCE,44814,44819,deaths,TREATMENT,44833,44849,the treatment arm,0.9352679
AFTER,OCCURRENCE,44814,44819,deaths,TREATMENT,44855,44863,1 control,0.99312454
OVERLAP,TREATMENT,44833,44849,the treatment arm,TREATMENT,44855,44863,1 control,0.9954478
BEFORE,TEST,44898,44917,follow-up assessment,PROBLEM,44930,44953,a prolonged pneumothorax,0.99953985
OVERLAP,TREATMENT,44956,44971,2 pneumothoraxes,TREATMENT,44985,45001,the treatment arm,0.9980934
OVERLAP,OCCURRENCE,45160,45172,lung function,PROBLEM,45182,45196,lobar occlusion,0.9565522
OVERLAP,OCCURRENCE,45160,45172,lung function,PROBLEM,45203,45233,EBVs in heterogeneous emphysema,0.9979873
OVERLAP,PROBLEM,45182,45196,lobar occlusion,PROBLEM,45203,45233,EBVs in heterogeneous emphysema,0.9999386
OVERLAP,TREATMENT,45522,45541,a therapeutic option,PROBLEM,45574,45596,moderate-to-severe COPD,0.9368344
OVERLAP,OCCURRENCE,45689,45713,long-term health outcomes,PROBLEM,45736,45758,moderate-to-severe COPD,0.99933976
BEFORE,OCCURRENCE,45775,45791,the effectiveness,TREATMENT,45819,45843,each individual technique,0.99281925
BEFORE,TEST,46001,46012,All searches,DATE,46033,46048,"December 7, 2016",1.0
OVERLAP,TREATMENT,46066,46069,RCTs,TEST,46075,46081,studies,1.0
AFTER,TREATMENT,46066,46069,RCTs,EVIDENTIAL,46083,46090,reported,0.9999044
OVERLAP,TEST,46075,46081,studies,EVIDENTIAL,46083,46090,reported,1.0
OVERLAP,TEST,46176,46197,Two independent review,TEST,46207,46222,assessed studies,0.9999759
OVERLAP,PROBLEM,46755,46776,significant difference,OCCURRENCE,46781,46789,mortality,0.9999914
OVERLAP,OCCURRENCE,46781,46789,mortality,TEST,46792,46801,odds ratio,0.9999995
OVERLAP,TREATMENT,47030,47038,Treatment,TREATMENT,47045,47064,airway bypass stents,0.9999976
OVERLAP,TREATMENT,47030,47038,Treatment,PROBLEM,47102,47134,significant between-group changes,0.9994677
OVERLAP,TREATMENT,47030,47038,Treatment,TEST,47139,47142,FEV1,0.99999726
OVERLAP,PROBLEM,47102,47134,significant between-group changes,TEST,47139,47142,FEV1,1.0
OVERLAP,PROBLEM,47102,47134,significant between-group changes,TEST,47184,47194,SGRQ scores,0.9999956
OVERLAP,TEST,47139,47142,FEV1,TEST,47184,47194,SGRQ scores,0.9999304
OVERLAP,TEST,47543,47555,Three studies,EVIDENTIAL,47585,47590,showed,1.0
OVERLAP,EVIDENTIAL,47585,47590,showed,TEST,47706,47709,FEV1,0.99998176
OVERLAP,EVIDENTIAL,47585,47590,showed,TEST,47753,47759,SGRQ (-,0.99480045
BEFORE,TREATMENT,47612,47630,endobronchial coils,PROBLEM,47659,47701,a significant between-group mean difference,0.99680483
OVERLAP,PROBLEM,47659,47701,a significant between-group mean difference,TEST,47706,47709,FEV1,1.0
OVERLAP,PROBLEM,47826,47848,significant differences,OCCURRENCE,47853,47861,mortality,0.99999464
OVERLAP,TEST,48057,48068,Five studies,TREATMENT,48109,48128,endobronchial valves,0.9999999
OVERLAP,TREATMENT,48109,48128,endobronchial valves,TREATMENT,48137,48143,control,1.0
OVERLAP,TREATMENT,48109,48128,endobronchial valves,TEST,48180,48183,FEV1,0.99971324
OVERLAP,TREATMENT,48137,48143,control,TEST,48180,48183,FEV1,0.9924777
OVERLAP,OCCURRENCE,48152,48175,significant improvements,TEST,48180,48183,FEV1,1.0
OVERLAP,TREATMENT,48461,48489,the endobronchial valve group,TEST,48492,48493,OR,1.0
OVERLAP,TREATMENT,48588,48609,collateral ventilation,OCCURRENCE,48663,48674,improvements,0.95453334
OVERLAP,OCCURRENCE,48663,48674,improvements,OCCURRENCE,48679,48693,health outcomes,0.99899477
OVERLAP,TREATMENT,48768,48820,partial bilateral placement of intra-bronchial valves,PROBLEM,48922,48931,difference,0.9990276
OVERLAP,PROBLEM,49001,49023,significant differences,TEST,49028,49038,SGRQ scores,0.9999999
OVERLAP,PROBLEM,49001,49023,significant differences,TEST,49041,49042,MD,1.0
OVERLAP,TEST,49028,49038,SGRQ scores,TEST,49041,49042,MD,0.99997604
OVERLAP,TEST,49041,49042,MD,TREATMENT,49095,49109,mortality rates,0.999972
OVERLAP,PROBLEM,49613,49654,significant mean between-group differences,TEST,49659,49662,FEV1,1.0
OVERLAP,TREATMENT,49773,49786,vapor ablation,TREATMENT,49793,49799,control,1.0
OVERLAP,PROBLEM,49816,49851,significant between-group difference,OCCURRENCE,49856,49864,mortality,0.9999733
OVERLAP,TEST,49867,49868,OR,TREATMENT,49905,49918,vapor ablation,0.99999607
OVERLAP,DURATION,50189,50194,1 year,OCCURRENCE,50197,50227,improvements in health outcomes,0.99660325
OVERLAP,TREATMENT,50367,50381,BLVR procedures,OCCURRENCE,50386,50394,mortality,0.98904335
BEFORE,TEST,50441,50464,long-term follow-up data,PROBLEM,50516,50569,"significant heterogeneity in results, presence of skew",0.9828089
BEFORE,TREATMENT,50903,50922,endobronchial valves,OCCURRENCE,50932,50939,immature,0.9998584
OVERLAP,TREATMENT,51112,51136,support public investment,TREATMENT,51141,51160,endobronchial valves,0.9999888
OVERLAP,TREATMENT,51112,51136,support public investment,OCCURRENCE,51165,51189,routine clinical practice,0.99994934
OVERLAP,TREATMENT,51141,51160,endobronchial valves,OCCURRENCE,51165,51189,routine clinical practice,1.0
OVERLAP,TREATMENT,51436,51464,endobronchial valve insertion,PROBLEM,51476,51486,lung volume,0.9334846
OVERLAP,PROBLEM,51476,51486,lung volume,PROBLEM,51491,51499,emphysema,0.9961288
OVERLAP,TREATMENT,51895,51903,treatment,TREATMENT,51921,51944,pulmonary rehabilitation,0.9973047
OVERLAP,TREATMENT,51947,51959,The procedure,TREATMENT,51984,52010,occlude volumes of the lung,0.9018785
OVERLAP,TREATMENT,51947,51959,The procedure,TREATMENT,52030,52063,inter-lobar collateral ventilation,0.9970674
OVERLAP,TREATMENT,51984,52010,occlude volumes of the lung,TREATMENT,52030,52063,inter-lobar collateral ventilation,0.9999981
OVERLAP,TREATMENT,52030,52063,inter-lobar collateral ventilation,TREATMENT,52085,52101,specific training,0.91024673
BEFORE,TEST,52311,52319,5 studies,DATE,52348,52351,2016,0.999463
AFTER,DATE,52339,52342,2010,DATE,52348,52351,2016,0.95662063
OVERLAP,DATE,52339,52342,2010,TREATMENT,52367,52384,endobronchial vale,0.99958533
AFTER,TREATMENT,52441,52478,“choosing bronchoscopic lung reduction,TREATMENT,52523,52540,surgical resection,0.9024688
OVERLAP,TREATMENT,52481,52494,coil placement,TREATMENT,52499,52517,endobronchial valve,1.0
OVERLAP,TREATMENT,52481,52494,coil placement,TREATMENT,52523,52540,surgical resection,0.9984376
OVERLAP,TREATMENT,52543,52571,lung volume reduction surgery,TREATMENT,52574,52577,LVRS,1.0
AFTER,TREATMENT,52543,52571,lung volume reduction surgery,TREATMENT,52583,52587,treat,0.92867523
OVERLAP,TREATMENT,52543,52571,lung volume reduction surgery,PROBLEM,52589,52603,hyper-inflation,0.99652326
OVERLAP,TREATMENT,52543,52571,lung volume reduction surgery,PROBLEM,52608,52623,an emphysematous,0.9616192
OVERLAP,TREATMENT,52574,52577,LVRS,TREATMENT,52583,52587,treat,0.9999045
OVERLAP,TREATMENT,52583,52587,treat,PROBLEM,52589,52603,hyper-inflation,1.0
OVERLAP,TREATMENT,52583,52587,treat,PROBLEM,52608,52623,an emphysematous,0.99644214
OVERLAP,TREATMENT,52583,52587,treat,PROBLEM,52656,52662,factors,0.9998927
